Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
2789,1,18,19.76,13.82,1,20.23,4.5,16.67,77.78,61.11,55.56,16.67,11.11,0,0,0,11.11,0,5.56,27.78,16.67,0,0,16.67,0,0,11.11,22.22,0,0,0,0,0,0,16.67,11.11,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,0,0,0,0,5.56,11.11,0,0,0,11.11,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,16.67,0,0,0,0,0,0,27.78,22.22,0,0,0,5.56,0,0
2790,1,47,72.91,84.86,1.72,4.04,15.67,17.02,82.98,59.57,51.06,12.77,8.51,0,0,4.26,2.13,0,4.26,17.02,6.38,0,14.89,8.51,8.51,0,0,17.02,2.13,2.13,4.26,0,0,4.26,10.64,0,10.64,4.26,0,2.13,2.13,2.13,0,0,10.64,2.13,4.26,2.13,2.13,0,0,0,0,6.38,10.64,0,0,0,0,0,0,10.64,0,0,2.13,0,2.13,2.13,0,0,4.26,0,0,2.13,0,2.13,4.26,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,8.51,8.51,0,0,6.38,0,0,0,0,0,6.38,4.26,2.13,2.13,0,0,0,8.51,8.51,0,0,0,0,0,0
2791,1,13,14.06,99,30.98,20.23,13,23.08,84.62,61.54,53.85,23.08,15.38,0,0,15.38,0,0,7.69,7.69,7.69,0,7.69,7.69,7.69,0,7.69,7.69,7.69,0,7.69,0,7.69,0,15.38,0,15.38,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,15.38,7.69,0,0,7.69,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0
2792,1,41,12.54,4.28,2.54,20.23,13.67,31.71,85.37,65.85,63.41,14.63,9.76,0,0,0,9.76,0,4.88,14.63,4.88,0,12.2,7.32,14.63,7.32,4.88,7.32,7.32,7.32,0,0,0,0,29.27,0,29.27,0,0,2.44,19.51,9.76,14.63,0,0,0,0,0,0,0,0,0,0,0,12.2,2.44,0,0,0,0,2.44,9.76,0,0,0,9.76,2.44,2.44,0,0,4.88,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,2.44,4.88,0,0,4.88,0,0,0,0,2.44,0,0,0,0,0,0,0,19.51,7.32,2.44,0,0,4.88,4.88,0
2793,1,34,84.92,24.36,46.57,66.58,17,20.59,85.29,73.53,61.76,14.71,0,0,0,0,0,0,14.71,23.53,11.76,2.94,17.65,5.88,2.94,8.82,0,11.76,5.88,2.94,0,0,0,0,20.59,2.94,17.65,2.94,2.94,0,0,5.88,5.88,0,2.94,2.94,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,2.94,2.94,0,0,2.94,0,0,0,5.88,2.94,5.88,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0
2794,1,32,8.85,99,54.55,69.4,32,15.63,84.38,71.88,50,21.88,18.75,0,0,12.5,0,3.13,3.13,9.38,6.25,0,3.13,9.38,3.13,6.25,3.13,21.88,9.38,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,3.13,0,3.13,3.13,0,0,0,0,0,0,0,0,31.25,9.38,0,0,0,0,9.38,18.75,0,0,0,0,0,0,0,0,3.13,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,6.25,6.25,0,3.13,3.13,0,0,0,9.38,0,9.38,0,0,0,0,0,0,18.75,3.13,6.25,0,0,0,9.38,0
2795,1,16,13.27,1.71,99,96.74,5.33,6.25,81.25,81.25,56.25,18.75,18.75,12.5,0,6.25,0,0,0,6.25,6.25,0,6.25,6.25,12.5,0,6.25,25,0,0,0,0,0,0,25,0,25,12.5,6.25,0,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,18.75,12.5,6.25,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,31.25,31.25,0,0,0,0,0,0
2796,1,57,47.02,94.48,1,98.45,11.4,36.84,89.47,68.42,49.12,14.04,7.02,1.75,3.51,0,1.75,0,7.02,17.54,10.53,0,5.26,10.53,5.26,3.51,0,19.3,8.77,7.02,8.77,5.26,1.75,1.75,10.53,1.75,8.77,0,0,1.75,1.75,3.51,0,0,7.02,7.02,0,0,0,0,0,0,0,0,19.3,8.77,5.26,1.75,0,3.51,5.26,10.53,0,0,0,1.75,0,0,0,0,12.28,0,1.75,8.77,1.75,0,0,0,0,0,0,0,0,0,0,3.51,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,5.26,7.02,5.26,0,0,0,0,0,0,7.02,7.02,0,0,0,0,0,0
2797,1,55,75.94,91.79,9.55,5.35,18.33,10.91,89.09,76.36,54.55,16.36,10.91,1.82,3.64,0,5.45,0,5.45,20,12.73,3.64,14.55,9.09,3.64,5.45,0,20,10.91,7.27,10.91,3.64,0,7.27,5.45,0,5.45,0,5.45,0,0,0,0,0,1.82,0,1.82,0,0,0,0,0,0,0,10.91,1.82,0,0,0,0,0,9.09,0,0,5.45,0,5.45,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,3.64,10.91,0,0,5.45,1.82,3.64,0,9.09,5.45,9.09,0,0,0,0,0,0,27.27,5.45,7.27,0,0,3.64,10.91,0
2798,1,19,2.68,1,99,92.27,19,26.32,89.47,73.68,63.16,5.26,0,0,0,0,0,0,5.26,10.53,5.26,5.26,5.26,10.53,0,21.05,15.79,21.05,5.26,5.26,0,0,0,0,36.84,0,36.84,10.53,5.26,5.26,5.26,0,15.79,0,5.26,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,5.26,5.26,0,0,0,5.26,5.26,5.26,0,0,0,0,0,0,26.32,0,10.53,0,0,10.53,5.26,0
2799,1,20,39.7,97.73,98.38,20.23,6.67,15,80,60,50,10,10,0,0,10,0,0,0,5,5,0,15,10,10,5,5,20,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,5,15,0,5,0,10,5,10,5,0,0,0,0,0,25,15,0,0,0,10,0,0
2800,1,66,24.27,8.2,71.27,20.23,11,16.67,96.97,81.82,62.12,16.67,10.61,9.09,0,1.52,0,0,6.06,13.64,6.06,0,12.12,12.12,7.58,6.06,1.52,30.3,3.03,6.06,3.03,1.52,1.52,1.52,21.21,0,21.21,3.03,3.03,6.06,7.58,0,4.55,1.52,9.09,4.55,4.55,1.52,0,1.52,0,0,0,0,12.12,6.06,3.03,0,1.52,1.52,3.03,6.06,0,0,0,0,0,0,0,0,4.55,0,1.52,1.52,1.52,0,1.52,1.52,0,0,0,0,0,0,0,0,3.03,3.03,0,0,1.52,0,1.52,0,7.58,12.12,1.52,0,10.61,0,0,0,0,7.58,3.03,1.52,1.52,0,1.52,0,0,21.21,9.09,1.52,0,0,4.55,6.06,0
2801,1,14,56.86,9.23,2.36,98.65,14,21.43,92.86,64.29,42.86,7.14,7.14,7.14,0,0,0,0,0,14.29,14.29,0,7.14,14.29,7.14,7.14,0,35.71,0,0,35.71,7.14,0,28.57,0,0,0,0,0,0,0,0,0,0,21.43,14.29,7.14,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,7.14,21.43,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0
2802,1,81,8.62,99,4.29,1,20.25,27.16,95.06,80.25,62.96,25.93,14.81,0,0,6.17,0,6.17,11.11,12.35,6.17,0,12.35,12.35,8.64,3.7,2.47,24.69,4.94,1.23,3.7,0,0,3.7,20.99,0,19.75,4.94,2.47,1.23,4.94,1.23,4.94,0,6.17,0,4.94,2.47,0,2.47,0,1.23,0,1.23,32.1,9.88,0,0,0,1.23,7.41,22.22,0,0,0,0,0,0,0,0,2.47,0,0,2.47,0,0,1.23,0,0,0,0,0,0,0,0,0,0,2.47,0,0,2.47,0,0,0,4.94,0,0,0,0,0,0,0,0,0,9.88,0,0,0,0,0,0,18.52,3.7,2.47,1.23,0,6.17,4.94,0
2803,1,16,78.28,11.66,15.38,20.23,16,12.5,75,62.5,43.75,6.25,6.25,0,0,0,0,6.25,0,18.75,6.25,0,12.5,0,6.25,0,12.5,0,12.5,6.25,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,0
2804,1,38,9.05,99,8.42,1,7.6,7.89,92.11,81.58,68.42,28.95,23.68,2.63,0,7.89,10.53,2.63,5.26,10.53,5.26,0,15.79,10.53,13.16,2.63,0,18.42,7.89,0,2.63,2.63,0,0,5.26,0,5.26,2.63,2.63,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,34.21,7.89,0,0,5.26,5.26,2.63,26.32,0,0,2.63,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,10.53,0,0,10.53,0,0,0,5.26,2.63,13.16,0,0,0,0,0,0,28.95,5.26,0,7.89,0,5.26,10.53,0
2805,1,14,7.34,40.06,2.36,20.23,14,42.86,92.86,57.14,50,7.14,7.14,0,0,0,0,7.14,0,7.14,7.14,0,0,0,21.43,14.29,0,0,7.14,0,0,0,0,0,28.57,0,28.57,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0
2806,1,89,29.68,99,1.21,9.43,22.25,6.74,95.51,79.78,65.17,25.84,20.22,2.25,3.37,0,12.36,2.25,5.62,16.85,8.99,3.37,12.36,6.74,7.87,4.49,0,19.1,2.25,3.37,4.49,4.49,0,0,15.73,3.37,12.36,5.62,5.62,1.12,2.25,0,1.12,0,3.37,1.12,2.25,1.12,1.12,0,0,0,0,0,28.09,5.62,0,0,0,0,5.62,22.47,2.25,0,1.12,12.36,0,0,0,0,1.12,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,5.62,4.49,0,1.12,3.37,0,0,0,5.62,6.74,6.74,0,2.25,2.25,0,0,0,11.24,4.49,3.37,0,0,1.12,2.25,0
2807,1,24,1,94.84,3.81,1,12,20.83,91.67,83.33,66.67,29.17,16.67,4.17,0,4.17,0,8.33,12.5,4.17,0,0,4.17,12.5,20.83,20.83,0,29.17,8.33,0,4.17,0,0,4.17,12.5,0,12.5,0,4.17,0,0,8.33,0,0,12.5,0,12.5,8.33,0,8.33,0,8.33,0,0,20.83,8.33,0,0,0,0,4.17,12.5,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,8.33,8.33,0,0,0,0,0,25,8.33,0,0,0,8.33,8.33,0
2808,1,21,70.33,40.06,24.32,99,10.5,28.57,66.67,61.9,42.86,9.52,0,0,0,0,0,0,9.52,19.05,9.52,0,4.76,9.52,0,4.76,0,9.52,23.81,4.76,0,0,0,0,9.52,0,9.52,0,4.76,0,0,0,4.76,0,14.29,14.29,0,4.76,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,0,4.76,0,0,0,4.76,0,9.52,0,0,0,0,0,0,28.57,9.52,0,0,0,0,19.05,0
2809,1,17,79.1,40.06,83.69,95.42,8.5,23.53,88.24,70.59,41.18,5.88,5.88,5.88,0,0,0,0,0,11.76,5.88,0,11.76,0,11.76,5.88,0,11.76,5.88,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,11.76,23.53,11.76,5.88,0,0,0,5.88,11.76,0,11.76,0,5.88,5.88,0,0,0,29.41,11.76,5.88,0,0,0,11.76,0
2810,1,15,1,40.06,19.26,20.23,15,20,73.33,60,60,6.67,6.67,0,0,6.67,0,0,0,6.67,0,0,0,20,20,6.67,13.33,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,6.67,0,13.33,6.67,0,0,0,0,0,13.33,0,13.33,0,0,0,0,0
2811,1,22,1,1.08,95.15,1,7.33,4.55,100,81.82,72.73,31.82,18.18,13.64,0,4.55,0,0,13.64,18.18,0,0,13.64,18.18,9.09,0,9.09,27.27,0,4.55,0,0,0,0,31.82,9.09,22.73,4.55,4.55,4.55,0,0,9.09,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,13.64,0,0,0,0,0,0,13.64,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,9.09,13.64,0,0,0,0,0,13.64,4.55,0,13.64,4.55,4.55,4.55,0,0,0,22.73,0,0,4.55,9.09,9.09,0,0
2812,1,21,56.86,40.06,56.69,20.23,10.5,19.05,80.95,61.9,57.14,14.29,4.76,4.76,0,0,0,0,9.52,14.29,9.52,0,14.29,9.52,9.52,0,4.76,14.29,0,0,4.76,4.76,0,0,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,0,0,0,0,4.76,9.52,0,0,0,4.76,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,9.52,0,0,0,0,0,0,9.52,0,0,4.76,0,0,4.76,4.76,0,9.52,0,0,0,0,0,0,14.29,9.52,0,0,0,4.76,0,0
2813,1,96,78.28,75.49,26.04,20.23,32,13.54,88.54,63.54,52.08,6.25,6.25,0,2.08,0,3.13,0,0,14.58,6.25,21.88,16.67,5.21,8.33,8.33,1.04,11.46,5.21,10.42,4.17,2.08,1.04,1.04,8.33,3.13,5.21,0,0,1.04,3.13,0,2.08,0,2.08,1.04,1.04,0,0,0,0,0,0,0,8.33,1.04,0,0,0,0,1.04,7.29,0,0,0,3.13,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,6.25,15.63,0,2.08,11.46,2.08,0,0,3.13,4.17,3.13,1.04,0,0,0,0,0,60.42,4.17,4.17,0,0,2.08,50,0
2814,1,31,93.3,40.06,35.88,20.23,7.75,12.9,83.87,70.97,54.84,6.45,6.45,0,0,0,0,6.45,0,12.9,9.68,0,19.35,9.68,3.23,3.23,3.23,25.81,3.23,9.68,0,0,0,0,6.45,0,6.45,0,0,0,3.23,0,3.23,0,6.45,3.23,3.23,3.23,0,3.23,0,3.23,0,0,9.68,3.23,0,0,0,0,3.23,6.45,0,0,0,0,6.45,3.23,0,3.23,6.45,6.45,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,0,9.68,0,3.23,0,3.23,3.23,6.45,12.9,0,0,0,0,0,19.35,12.9,3.23,0,0,3.23,0,0
2815,1,10,39.7,99,1,20.23,5,0,90,70,40,20,10,0,0,0,10,0,10,0,0,0,20,20,0,0,0,40,0,10,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,10,0,0,0,30,0,0,20,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,20,0,0,0,0,0,0,50,10,10,0,10,20,0,0
2816,1,11,45.12,86.82,99,99,11,18.18,90.91,81.82,63.64,18.18,18.18,9.09,9.09,0,0,0,0,9.09,0,0,27.27,18.18,0,9.09,0,27.27,0,9.09,9.09,9.09,0,0,18.18,9.09,9.09,9.09,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,27.27,0,0,18.18,0,0,9.09,9.09,18.18,9.09,0,9.09,9.09,0,0,0,18.18,0,0,0,0,18.18,0,0
2817,1,37,15.89,99,1,62.77,9.25,13.51,94.59,70.27,59.46,16.22,16.22,0,2.7,10.81,0,0,0,13.51,8.11,0,10.81,13.51,5.41,10.81,2.7,21.62,2.7,0,18.92,5.41,10.81,2.7,8.11,0,8.11,0,2.7,5.41,0,0,0,0,13.51,8.11,5.41,0,0,0,0,0,0,0,21.62,5.41,2.7,0,2.7,0,0,16.22,0,0,0,0,0,0,0,0,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,5.41,2.7,0,0,0,0,0,0,0,16.22,2.7,0,0,2.7,0,0,0,2.7,2.7,8.11,2.7,0,0,0,0,0,13.51,8.11,0,0,2.7,2.7,0,0
2818,1,52,26.1,29.41,1,4.87,13,21.15,84.62,69.23,51.92,7.69,7.69,1.92,0,3.85,1.92,0,0,9.62,5.77,0,11.54,13.46,11.54,5.77,3.85,23.08,7.69,3.85,5.77,0,0,5.77,17.31,0,17.31,1.92,3.85,5.77,0,3.85,1.92,0,5.77,0,1.92,0,0,0,0,0,0,3.85,11.54,5.77,0,0,0,1.92,3.85,5.77,0,0,0,1.92,7.69,7.69,0,0,1.92,0,0,0,1.92,0,3.85,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,1.92,0,0,13.46,3.85,0,0,1.92,0,0,1.92,1.92,5.77,5.77,3.85,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0
2819,1,14,7.34,79.51,97.09,98.65,14,21.43,100,71.43,42.86,7.14,7.14,0,0,7.14,0,0,0,14.29,0,0,7.14,7.14,14.29,7.14,7.14,35.71,7.14,7.14,0,0,0,0,28.57,14.29,14.29,7.14,7.14,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,28.57,21.43,0,0,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,21.43,7.14,7.14,0,0,0,0,0,0,14.29,0,7.14,0,0,7.14,0,0
2820,1,17,29.85,40.06,1,1,8.5,29.41,70.59,41.18,41.18,5.88,5.88,0,0,0,5.88,0,0,5.88,5.88,0,5.88,11.76,11.76,0,5.88,11.76,0,0,5.88,0,0,5.88,11.76,0,11.76,5.88,5.88,5.88,0,0,0,0,29.41,0,29.41,11.76,0,11.76,11.76,0,0,0,11.76,5.88,0,0,5.88,0,0,5.88,0,0,0,5.88,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,23.53,5.88,5.88,5.88,0,5.88,0,0
2821,1,46,28.85,5.93,17.84,53.96,9.2,32.61,73.91,56.52,52.17,10.87,6.52,0,0,0,4.35,2.17,4.35,10.87,4.35,2.17,15.22,15.22,4.35,10.87,2.17,17.39,0,2.17,8.7,6.52,0,2.17,28.26,0,28.26,0,2.17,4.35,8.7,0,17.39,0,2.17,2.17,0,0,0,0,0,0,0,0,17.39,6.52,0,0,0,6.52,0,10.87,0,2.17,4.35,2.17,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,2.17,0,0,0,2.17,2.17,8.7,4.35,0,0,0,0,0,43.48,8.7,10.87,2.17,0,4.35,17.39,0
2822,1,33,93.12,23.94,98.58,20.23,11,12.12,84.85,66.67,45.45,6.06,6.06,6.06,0,0,0,0,0,9.09,9.09,0,15.15,9.09,6.06,0,0,24.24,3.03,0,3.03,0,0,0,15.15,0,15.15,9.09,12.12,0,0,0,0,0,6.06,3.03,3.03,3.03,0,3.03,0,0,0,0,9.09,6.06,3.03,3.03,0,0,3.03,3.03,3.03,0,0,3.03,0,0,0,0,3.03,0,0,0,0,3.03,3.03,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,12.12,12.12,0,6.06,6.06,0,0,3.03,3.03,3.03,9.09,3.03,3.03,3.03,0,0,0,9.09,6.06,0,0,0,0,3.03,0
2823,1,12,10.19,6.61,89.39,20.23,6,16.67,91.67,75,41.67,25,16.67,16.67,0,0,0,0,8.33,8.33,0,0,8.33,8.33,8.33,0,0,8.33,16.67,0,8.33,0,0,8.33,16.67,0,16.67,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,8.33,0,0,0,0,8.33,0,16.67,0,8.33,8.33,0,50,16.67,8.33,0,0,8.33,16.67,0
2824,1,16,13.27,94.84,54.55,99,8,18.75,75,56.25,37.5,6.25,6.25,0,6.25,0,0,0,0,12.5,0,0,6.25,12.5,6.25,6.25,6.25,18.75,12.5,6.25,12.5,12.5,0,0,12.5,6.25,6.25,0,0,0,0,0,0,6.25,12.5,12.5,0,6.25,6.25,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,12.5,6.25,0,0,6.25,0,0,0,12.5,6.25,0,6.25,0,0,0,0,0,18.75,0,0,6.25,6.25,0,6.25,0
2825,1,12,89.52,40.06,89.39,20.23,12,41.67,75,58.33,50,8.33,0,0,0,0,0,0,8.33,16.67,8.33,0,16.67,8.33,8.33,0,0,8.33,8.33,8.33,8.33,8.33,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
2826,1,28,98.05,61.28,2.36,1,9.33,25,85.71,57.14,42.86,7.14,3.57,3.57,0,0,0,0,3.57,21.43,10.71,0,10.71,3.57,0,0,0,10.71,14.29,10.71,0,0,0,0,14.29,0,14.29,7.14,0,3.57,3.57,3.57,0,0,3.57,0,3.57,0,0,0,0,0,0,0,17.86,7.14,0,0,0,0,0,7.14,0,0,0,0,10.71,3.57,7.14,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,3.57,0,3.57,3.57,0,0,0,0,3.57,0,0,0,3.57,0,0,0,0,0,0,32.14,7.14,7.14,3.57,0,0,14.29,0
2827,1,24,73.36,6.61,39.59,83,12,20.83,87.5,79.17,54.17,16.67,12.5,8.33,0,0,4.17,0,4.17,16.67,12.5,0,12.5,8.33,0,8.33,0,20.83,12.5,0,0,0,0,0,8.33,0,8.33,4.17,0,0,0,0,4.17,0,12.5,8.33,4.17,4.17,0,4.17,0,0,0,0,16.67,12.5,4.17,0,0,0,8.33,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,4.17,4.17,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
2828,1,25,28.63,82.98,3.34,1,8.33,24,84,72,48,20,8,0,8,0,0,0,12,12,4,0,8,8,0,4,4,24,8,0,16,8,0,8,16,0,16,4,4,4,0,0,4,0,12,4,8,0,0,0,0,0,0,0,16,8,0,0,8,0,0,8,0,0,0,0,4,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,40,8,4,0,0,0,28,0
2829,1,13,74.95,99,1,99,13,15.38,92.31,53.85,46.15,7.69,7.69,0,7.69,0,0,0,0,15.38,15.38,0,7.69,15.38,0,0,7.69,23.08,0,0,15.38,15.38,7.69,0,7.69,0,7.69,0,0,7.69,0,0,0,0,23.08,23.08,0,23.08,23.08,0,0,0,0,0,30.77,7.69,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,23.08,7.69,7.69,0,0,7.69,0,0
