ValuesSurvey,BehaviorsSurvey,CARE_tot,EQUALITY_tot,PROPORTIONALITY_tot,LOYALTY_tot,AUTHORITY_tot,PURITY_tot,Individualism_tot,Collectivism_tot,PVQ_SD_tot,PVQ_PO_tot,PVQ_UN_tot,PVQ_AC_tot,PVQ_SE_tot,PVQ_ST_tot,PVQ_CO_tot,PVQ_TR_tot,PVQ_HE_tot,PVQ_BE_tot,Religiosity_tot,NFC_tot,conservatism_tot,Tightness,sex,age,religion,first_language,race,education,ResponseId
"determination - I have had this all of my life. I am always determined to reach goals I set. 
compassion - I am a compassionate person, and care deeply about my family. 
forgiveness - this one is a big one. I always forgive, and trust me, people have needed a lot of forgiveness around me in my lifetime. 
empathy - I always try to put myself in my family's shoes, namely my kids, to understand better what they may be going through and their life difficulties
both of my children are transgender, LGBTQ+, and no one but me in our family is accepting, so I feel that my values aforementioned really help them to continue to move forward with who they want to be.","Last Saturday, we had a birthday party for my son, who turned 18, We ate at the Outback and then went back to my mom's house for cookie cake. Last Sunday, I sat around the house most of the day, then later vacuumed the first floor of my house, That night went to the post office to drop off orders for my fiance's business. Monday we took our two savannah cats and our parrot to the exotic veterinarian, and the cats did not behave, and always require sedation to be examined. That night, I met my youngest teenage child at the hair salon, for a haircut and color. Tuesday I worked 9a-12p and 5p-8p, which I hate because I work on the phone, and that's a lot of hours on the phone. I worked out with a P-90X DVD, shoulders and arms. Wednesday I worked 9a-1p, and then met both of my teenage children for a doctor's appointment. I used my three leg workout machines, and rode the recumbent bike for 30 minutes. Thursday, yesterday, I worked 9a-1p, and then we drove out to the stores to try to find special milk that my fiance likes, but couldn't find it anywhere, after 2 hours of looking. Today I worked 9a-1p, and then met my kids at my mom's house to visit.",3.5,2.1666666666666665,2.8333333333333335,2.3333333333333335,2.6666666666666665,1.6666666666666667,4.333333333333333,3.6666666666666665,4.5,4,5.333333333333333,4.5,4,5.5,5,4,4.5,5,21,2.3333333333333335,5,4.666666666666667,1,46,1,English,1,6,R_RbfWccsgEC6nsJP
"What guides me in my life are two special reasons. My kids. They are the reason I still breath and move on from day to day. I tried to commit suicide 3 years ago exactly today and after i realized just how much that my selfishness would have destroyed my kids. I will never let the stress of being a single mother over power me ever again.

My bond with my kids has always been strong but is stronger since i tried to take my own life. Even more of a reason for me to keep going no matter how hard things get or seem to get. For that I owe my kids my everything.",I am a student at AIU online. The first two days of the week I focus on my school assignments. Then i cooked dinner both nights cleaned my kitchen then showwred and went to bed. Wednesday I went to town and done some christmas shopping. The rest of the 7 days I pretty much just cleaned house and spent time with my kids.,3.6666666666666665,2.8333333333333335,3,3.3333333333333335,2.6666666666666665,3,3.1666666666666665,2.8333333333333335,3,4,3.6666666666666665,3.5,3,3.5,4.5,3,4,3.5,14,3,4,3,1,36,1,english,1,3,R_1rrKyjMxh0XjmjP
"Whereas you will now and then argue and get irritated along with your family, they are your unit and the ones that you just can turn to in times of joy and distress. No matter what you go through together with your family, they will continuously be there to direct and bolster you and to assist you learn and develop as a person. The cherish from a family part is unrestricted and ought to not be taken for allowed. A few individuals go through life without really increasing in value fair how vital having their family’s back is and spend the lion's share their presence feeling troubled. So, in case you don’t ordinarily appear your family how much they cruel to you, presently is the time to begin!","So this whole mindfulness thing has really been popular as of late. There is a simple reason for that: it works. And from personal experience, it works well.

Perhaps you want to get started, but you tell yourself, or your busy mind tells you, that you just don’t have the time to sit around and meditate during the day. My first piece of advice is to take the time to observe your mind from an outside perspective and simply be in the moment. That is what meditation is all about. But this isn’t an article about meditation.

Despite what you think, meditating is not the only way to be mindful. My next piece of advice is to be mindful in your day-to-day activities. You can experience a meditative and mindful state merely by giving complete attention and awareness to the things you are doing in the present moment.",4,3.6666666666666665,3.8333333333333335,4.666666666666667,4.166666666666667,3.5,2.3333333333333335,4.166666666666667,4.5,6,5.666666666666667,5.5,5.5,4.5,5,5,5,6,16,4.166666666666667,1,4.333333333333333,2,35,1,English,2,3,R_30u70sRPH5VycUS
"I remember being a baby.  I knew no words.  All I could do was move my head and my eyes.  Every once in a while I would see ""my"" foot kick and I'd think (not in words but in impressions) what's up with that?  Oddly my inabilities were not a source of consternation to me then.  After all I no idea what to expect from.  Having a body with physical senses was brand new to me.  I had a certain patience about the whole situaton, like All would be revealed in the fullness of time.  I loved to hear my parents talk in the next room though I had no idea what they were saying.   But I knew how to pray. And it was easy(after all if it were difficult it would be essentially impossible for me).  If anyone had taught me about God I wouldn't have understood them (not in words anyway).  But KNEW there was a God.  And the concept of a name or names was alien to me.  And in an especially anxious moment I turned to God in prayer when I noticed my mother wasn't coming to see me.  And he answered that prayer a few days later.  I was praying for my mother who (unbeknowst to me then) was dying of viral pneumonia (and that's why she didn't come to see me).  And (also unbeknownst to me) her doctor had given her an experimental medicine that would either kill her or cure her.  And (also unbeknowst to me) she came home an decided to take it and it cured her.  I only later found out these things from my mother decades later.  And she said ""And then I could come and see you again !"".  Almighty God is close to me.  And he loves me, and you, too.","I had spent 17 days in the hospital.  And 7 days ago I was sent home to recuperate from cardiac surgery (a new valve).  I have other health issues that I was so afraid would make it difficult for me to get out of the Uber ride.  But I became aware that the driver was a Christian.  So I asked her to pray for me as I got out of the vehicle, which she did.  Getting out was surprisingly easy.  And opening the lock with my brass key around my neck into a brass lock was also quite easy (perhaps a first for me because they tend to get gummy with corrosion).  I opened it up got her a tip and thanked her for praying for me as I believe so much could've gone wrong but did.  I'm rather poor and my insurance didn't cover rehab centers (I reckon) so they sent me home.  At first I was in bad shape (weak and sore) but happy to be home.  But my strength grew and the soreness faded.  Now my battle is with the bills.  (overcharging that should've been covered by Medicare A).  I been learning about the effects of a protein deficiency and about a potassium deficiency and well as how to prevent constipation (for a while there I wondered if I had an obstructed bowel, but by the grace of God I had a good movement yesterday (I think) after 3 weeks without one.  Sometimes I'm afraid that I might be overwhelmed by a sea of medical bills and lose my home only to die of exposure by the side of the road.  But all things do work together for good to them that love the Lord and are called for his purposes.  I don't know the future.  I have many abilities (by the grace of God) that might be useful.  For decades I've taken the security of this nation as a personal responsibility, not an organizational responsibility of mine.  I believe (perhaps out of vanity) that my abilities of strategic planning and new analysis and other things are so special, so refined that to subject them to a chain of command would diminish them.  Perhaps that's hubris.  Perhaps that's not God's calling for me.  But I know this much: no amount of cold hard math, no human skill alone, is sufficient to win victory neither in a modern conflict nor in ancient times.  Divine inspiration can fill in the gaps when the cold hard math falls short.  Perhaps the nature of conflict itself makes that inevitable, i.e. that victory belongs as much to the greatest prophets, the greatest seers and the greatest military.  Perhaps now as long ago conflict is as much about the journey of the human soul and the search for truth as anything else.  Have a merry Christmas.",4.333333333333333,1.3333333333333333,3.3333333333333335,2.8333333333333335,3.8333333333333335,3.8333333333333335,2.8333333333333335,3.5,5.5,3.5,3.6666666666666665,4.5,3.5,2,4.5,4.5,3,5.5,17,3.8333333333333335,6,2.5,2,68,1,English,1,6,R_3GlBIdM09oeffYu
"Some of the most important values to me include responsibility, wisdom, liberty, independence, self-reliance, resilience, and self-reflection. I really try to gain a little bit of wisdom every day, and pass it on when appropriate. I take pride in being self-reliant and resilient, and that I am able to do things and make decisions on my own. I am proud of what I have overcome and how strong those things have made me. I live and breathe independent thinking, and try to encourage it in others, as I dislike being simply reactionary. I try to arrive at my decisions and opinions after thorough self-reflection and research, and tend not to follow crowds in most cases unless our values happen to overlap. Ultimately, I believe in liberty and responsibility, two sides of the same coin. I must be responsible if I want liberty, and there is freedom to be found in being responsible.","In the last week, I have done many of the same things day to day: feeding the dogs and horses, cooking for the kids, making my bed, logging in to work, homeschooling the kids, doing dishes. Some other chores I have done around the house include sweeping and mopping, doing several loads of laundry, and cleaning out the horse pens. I have logged into work for 5 days in a row, and completed surveys on MTurk every day for at least an hour. I have cooked several meals, including macaroni and cheese, pork chops and couscous, spaghetti with meat sauce, and have made up several skillets of popcorn for the kids and I. I dropped the kids off for a day with their dad as well. I helped my dad hang a new TV on a wall mount. I have wrapped a lot of Christmas presents, and done a little online shopping. I got my first COVID shot this week. I took the kids to a bookstore as well. I also wrote an article for my freelance job, and then completed a book review for the same job this morning. I have talked with a few friends, and went out to dinner with my cousin and spent an hour on the phone with my aunt. Finally, I attended a 4h meeting wiht my boys and my dad for the first time to check it out and see if they were interested.",3.3333333333333335,1,4.333333333333333,1.6666666666666667,1.6666666666666667,1.1666666666666667,4.5,2.3333333333333335,6,3.5,4.333333333333333,5,2.5,3.5,4.5,3,3,3.5,5,3.3333333333333335,4,3.3333333333333335,1,33,6,English,1,6,R_2pWFe7yq4FCyZW7
"One of my core values is accepting people without judgement, as much as possible. I value having a nonjudgmental attitude. This value has been important in my work as a child and family therapist. Counseling doesn't work well if the therapist is judgmental toward the client. This is crucial when working with teens. Teens pick up on any type of judgement quickly and easily. I have also imparted this value to my kids and they have grown into adult who are nonjudgement as well as people who advocate for those struggling to be accepting in society. I also believe in compassion. We all have our stories and compassion allows us to connect as humans, though we may be different, politically or culturally, for example. I have been able to meet some amazing people by opening myself up and feeling compassion and empathy. I have been able to connect with strangers, if only through  brief conversations, in a deep way. This has added meaning to my life.","About a week ago, I helped a good friend of mine unpack boxes. She has moved into a new apartment and was feeling overwhelmed. We also found her Christmas tree and put that up and hung ornaments. By the time we were done, she felt much better about her apartment as it was much less cluttered. I have provided emotional support in different ways to my 2 sons who are college students. I listen to concerns about finals and have answered some apartment questions as my youngest just moved into his own apartment. I have kept up my trail running regularly. I run every other day out in the mountains. Now it's winter and snowing, and it's really beautiful. I run with cleats so I don't fall in the ice and snow, but it's really refreshing. Today it was 16 out when I ran. I got charged by a barking dog, but he calmed down.",4.833333333333333,4.333333333333333,2.6666666666666665,2.1666666666666665,1.6666666666666667,1.1666666666666667,4.5,1.8333333333333333,5.5,1,6,1,3.5,3,1.5,3.5,3.5,6,5,3.5,1,3.6666666666666665,1,56,6,English,1,6,R_7R49dcMNPU28SD7
I have a few guiding principles in my life. Nurturing and caring for my toddler is at the top. I spend much of my time playing with her and talking with her throughout normal daily tasks. Her safety and well being are prominent. We spend a lot of time at home due to this never ending pandemic and the fact that I live in an area not taking precautions seriously. Being kind and compassionate are also important to me. This is evident in the work I do as a mental health counselor. I focus on being open and helping others improve their lives. I enjoy seeing other people do well and believe we all do better when we are taking good care of each other and our communities.,"Starting one week ago, I cleaned my home with the help of my very eager toddler. I spent time watching a series on Netflix while completing cleaning tasks. Over the weekend, I watched a few new and/or Christmas movies. I danced to toddler music videos with my daughter. We listened to music and made scotcharoos. I completed work notes. On Monday, I had a court hearing appealing a decision regarding my prior unemployment insurance claim. I picked up a free toddler toy listed on Marketplace. I worked via telehealth for a few hours and completed an interview to add more telehealth appointments. I made a grocery order online for pick up the next morning. We picked up the grocery order. We played outside in the warm weather Wednesday until high wind took over and we had to shelter in place due to tornado warnings for a couple hours. We watched television after those warning subsided. On Thursday, I attended an online meeting to fix technical issues with my workplace platform. I fixed lunch and prepared dinner in the crockpot. So far today, we have cleaned and put together a new table. I got online to do surveys while my daughter was napping.",5,4.166666666666667,2,1.8333333333333333,2.3333333333333335,1.8333333333333333,4.166666666666667,3.1666666666666665,4,4.5,5.666666666666667,3.5,6,4,5,4.5,4.5,4.5,12,3.1666666666666665,2,3.5,1,37,6,English,1,6,R_3NBRsWe1t853wZX
I try to be a self sacrificing person. I know it is easy to be blinded by the things that I want but if what I want only makes me happy than I find it worthless. It is not fulfilling to be happy all alone. I also try to help people as best as I can. I like being able to give people what they need. It is really hard to maintain these values because sometimes I feel so empty and profoundly unhappy. I wish that I constantly had someone as invested in my happiness as I am for the happiness of others. I used to be very religious. I would look to God for help and support and fulfillment at all times. I want to be able to do that again but I am so out of practice.,"I have not done much over the past 7 days. I actually had to focus on me more because I caught hand/foot/mouth from my son. I had to separate myself from everyone to try to keep them safe. I have been watching shows on online, playing on my switch, filling out amazon turk hits (to try and offset the lack of income from not being able to go to work), masturbating, and studying for my exams that I passed yesterday. I have had nothing to do except what I wanted to, and now I feel so empty. I have not even had the energy or motivation to continuing to do whatever struck my fancy because of how lonely and unfulfilling it is.",3.8333333333333335,3.8333333333333335,3.5,2.1666666666666665,3.3333333333333335,2.6666666666666665,3.1666666666666665,4,3.5,4.5,5,5.5,4,4,5,5,2,5,14,3.5,5,3.8333333333333335,2,27,1,English,1,5,R_1r2pHu2xhC1fYw0
"America is and will always be One Nation Under God or she will be no more.
Americans have a right to own and use guns and ammo as stated in the constitution. 
I have the right to worship God as I see fit.
Children need to grow up learning the truth on their age level, Godly truths not this insanity that is force-fed to them now.
","My days are pretty much copy and paste: I get up and make coffee, cook breakfast, check my emails and do some surveys. I the afternoons I play an MMORPG for a couple of hours with friends, then watch some TV, and then go to sleep til the next morning. That is my 7 day routine.",4.833333333333333,1.6666666666666667,4.5,4.166666666666667,4.666666666666667,4.5,4.166666666666667,3.8333333333333335,5.5,2.5,6,2.5,5,3.5,4.5,5.5,5,6,26,2.1666666666666665,7,3.1666666666666665,1,62,1,English,1,2,R_1d0nxRT9fgTKodu
"Being creative is something I cherish. I don't get to do something everyday, but I do love to do it. I love to sew, draw, paint, collage, sing, play music, dance. I'm not claiming I am very good at any of them, but I love doing it. I try to set aside time to devote to projects. I like making the time sacred. I connect with my innerself and that flow state.","I started a new embroidery project. I have this oddly-colored paisly print cotton fabric. I put a scrap of it in a small embroidery hoop and decided to experiment with embellishing the design printed on the fabric. I started with a black fuzzy floss. It says wool on it's label but I seriously doubt it is real wool. For the price I paid it is more likely to be acrylic than wool. Also, I've never seen wool sold before as stranded embroidery floss. But I started with one strand of the black and followed the outline with backstitches. When I ran out of that strand, I tried doing the same thing with a brown sewing thread. . The black floss was thicker than the printed line I was following and it looked bolder and darker with the thick floss. The brown thread was not quite as thick as the line I was following. Also, the brown was lighter than the black line printed on the fabric. The brown complimented the warm red on the print and the off-white of the background. I thought the brown thread looked muted but very nice on the print.",5,5,2.1666666666666665,2.5,2.8333333333333335,1.3333333333333333,3.1666666666666665,3.3333333333333335,5,2.5,5.666666666666667,2.5,4.5,3.5,5.5,3.5,4,4,6,3.8333333333333335,2,2.8333333333333335,1,54,6,English,1,5,R_3R8CDO7jAV23z7K
"That one is easy for me.  You see, I had an afterlife experience, and even though I was resentful about having to come back for about twenty years, I came to accept the fact that I had to stay here for a reason.

Though the years, I have come across people who are either struggling with their faith, have lost or about to lose a loved one or facing death themselves.  I haven't really sought them out but when the opportunity arises, I love to share my story and assure them (straight from someone who isn't necessarily a 'bible thumper'), that we really do indeed go on to another level of existence after we leave our lives here, so they shouldn't be afraid.

I try to remind people on facebook, as I have hundreds of followers, to be kind, and morally kind and faithful to themselves and higher ideals.  So that is my mission now.","Well, I am retired, so I really don't do a lot every day. 

The big thing that happened in the last seven days was that 6 days ago, we finally got our furnace repaired.  It had been out for about two weeks.  

After that was taken care of, I have a cat that has a skin problem, so I have been researching ways to address it without continuing to give him the vet prescribed meds. 

I am disabled too, so most of my days consist of watching TV, cooking, taking care of my physical needs and doing these surveys to help round out my budget so my fixed income will be enough.


",5,3.6666666666666665,4.166666666666667,4.5,3.6666666666666665,4,3.5,4.166666666666667,4.5,3.5,6,2,6,2,5.5,5.5,3.5,5,22,2.8333333333333335,2,3,1,67,1,English,15,3,R_1gu8dpZQhir6huT
I value people who are sweet and kind. They think about others. They help me be a better human. I want to be a better person. It is wonderful.,I eat dinner every night at 5 pm. I like chicken so I make that with teriyaki and hot sauce on it. i PAIR IT WITH MASH POTATOES AND BROCCOLI. I went to the gym last week for two hours. I focused on swuats and I reached my max of 230.,3.1666666666666665,2.8333333333333335,3.1666666666666665,3.1666666666666665,3.3333333333333335,3,2.8333333333333335,3.8333333333333335,3,3.5,3.3333333333333335,4,3,4,4,3.5,3.5,3,13,3,4.5,3.1666666666666665,1,23,1,english,1,5,R_1JX7tE0acMRceDh
"Values such as trying to work my hardest given any situation. Being a pessimist, but having a kind heart towards others. Help's to be practical towards myself and what I want to achieve.","Got up from bed in the morning. Made myself breakfast. Did my laundry. Cleaned my carpets in rooms, as well as surface areas and windows. Went to work. Went out to eat at a restaurant. Went to bed. Made my bed whenever I wake up. Watch some shows on my phone. Went shopping for presents.",3.1666666666666665,1.1666666666666667,4,2.5,2.1666666666666665,1.5,4,3.1666666666666665,4.5,5,4.666666666666667,3.5,5,3.5,5,2.5,5,3.5,5,3.5,4,3.5,1,21,6,English,13,2,R_2xymyvY6ss79eLL
"I'm not sure what values are central to me except for traditional family values. I usually make difficult decisions guided by what is best for everyone in the situation. I interact with those people whom I love and cherish. Some of those people include my mother, my siblings, my dogs and my friends.",About a week ago I went and visited my doctor which required a nice drive. I usually spend my days eating drinking and sleeping. I spend my time with my mom and my dogs now that my father has passed away.  I spent some time this past week praying to god and praying for my father. I took my dogs out on a small walk this week as well. I spent some time playing my favorite video game Runescape online. That is one of the hobbies I really enjoy participating in. I spent some time this week going to the post office.,3.5,2.1666666666666665,3.5,3.1666666666666665,3.6666666666666665,3.3333333333333335,3.8333333333333335,4,5,3,5.333333333333333,2.5,4,4.5,4,4,4.5,4.5,19,3.6666666666666665,3.5,4.166666666666667,2,28,1,Spanish,16,5,R_1FggYnKACUgSygw
"My main value is to help and not hurt and to try to make people's life better.  This is my goal both at work, where I am a librarian, and outside of work, where I try to make people's lives better in any way I can, even it it's little things like paying for someone's lunch in the car behind me at the drive-thru or helping out charitable and volunteer organizations. I used to volunteer more often before I had to move.  Now I spend most of my free time driving the 6-hour round trip to my mother's every weekend to help her around the house and to spend time with my niece and nephew who lost their mom a few years ago.","On Monday I went to work.  I cataloged and processed books.  Then I went home and worked on cleaning my house.  On Tuesday I worked late, managing inter-library loans and cataloging and processing books.  On Wednesday I worked, managing inter-library loans and cataloging and processing books, but took off work 30 minutes early so I could run some errands, get the laundry caught up. and finish cleaning my house so I could drive down to my mom's for our family Christmas this weekend.  Today, I got a haircut, then learned that a colleague had exposed me to Covid, so now, instead of getting to spend Christmas with my family, I get to sit in a lonely apartment alone and wait for my Covid test results because my colleague and ignorance and selfish and didn't' get vaccinated and didn't warn us that she wasn't vaccinated.",5,4.166666666666667,3.3333333333333335,2,2,1.5,4.5,3.5,5.5,2.5,6,2.5,5,5,3.5,3,2.5,5,19,3.6666666666666665,1,2,1,51,1,English,1,6,R_2uV86zF2qtjavM0
"My most important values are compassion, fairness, and multicultural justice.  I am very focused on the sufferings and ill treatment of the less fortunate in society and minorities.  I try to do extra things for people in these categories, hoping to give them support.  I believe we live in a very unjust, unequal society where the rich and powerful are above the law and can manipulate our political system.  Because of this, I strive to do things for the downtrodden who have almost no voice in our unfair system.  Lastly, I want to make as much difference as I can in helping people who are from multicultural backgrounds achieve acceptance and inclusion.","Over the past week, I visited my psychiatrist and psychologist for my PTSD therapies.  I had to bring my car to an auto body shop because it had been vandalized the week before.  So this week I am driving a Toyota Camry that is really great.  I visited my closest friend Leslie on Thursday and we watched videos and chatted.  Every night I try to watch a video at home and then spend about three hours catching up with political news via social media and news sites.  Lastly every night before bedtime, I read for about an hour.",4.666666666666667,3.3333333333333335,3.3333333333333335,1.8333333333333333,2,2.5,3.5,3.1666666666666665,4,3.5,5.333333333333333,1.5,5.5,2,4,3.5,2.5,3.5,5,3.5,2,4.833333333333333,1,62,6,English,1,3,R_1rkOGkvFMp3TJmS
"One of my most important values is honesty. It is very important to me that people are honest with me. I also appreciate loyalty and authenticity. It's important that the people I choose to surround myself with are true. Another value of mine is effort and determination. I could never be friends with someone who has no motivation, someone who doesn't seem to care about achieving anything or lacks goals.","Last week I went to work. I only work 3 days a week, so when I wasn't at work I was just relaxing. I was doing my hair, catching up on shows and eating. One of those days I made some brats, I made two packs.",3.1666666666666665,2.5,3.5,2,2.8333333333333335,2,3.1666666666666665,4,4.5,6,4.666666666666667,5,5.5,5,5.5,5,6,5.5,17,3,4,2.8333333333333335,1,18,1,English,2,4,R_2S1fnB5q157gwER
"My life choices and interactions are guided by my belief in God and that there are absolute Truths that I must follow. When I interact with people, I try to be kind and understanding. I follow the Golden Rule to treat others as I would want to be treated. It is important to be honest with people and, at the same time, try not to be hurtful while being honest. It is important to reach out to people in need and who are less fortunate than myself. Being an example to others and my family is important. I try to do everything at my best and with integrity. Making others happy is a goal for me.",Last week was great for me because I finalized some dental work that had been an ongoing process for many months. I enjoyed a day with my daughter and she brought her pet dog. We enjoyed our time together. My son visited me and we were able to talk and catch up on what we have been doing. I had a nice shopping trip to buy family surprises for Christmas. I spent some time decorating the living room with decorations for the holidays. I made a custom wreath for the door. My husband and I went for a 5 mile walk together. It was a nice time to spend with each other.,5,1.8333333333333333,3.8333333333333335,4.333333333333333,4.166666666666667,4.166666666666667,3.1666666666666665,4.5,5.5,2.5,5.666666666666667,2,4.5,2,6,5.5,2,5,22,3.1666666666666665,6,4.166666666666667,1,64,1,English,1,5,R_1jDQjPAnqyhdzGn
"The most important values that guide my life is Focus and Appreciation Being able to concentrate on a particular activity and give it our full attention. When you can “zero in” on a specific outcome, you will be successful more often than not. Refocusing your attention is all about adjusting your mental lens. Just like you can change the lens on a camera to make your target object more precise, the same thing can be done with your mind. Having the ability to improve your mind, improve your brain, and quickly and effortlessly adjust your focus on one thing will bring about the positive results you want to achieve.
Using the Law of Attraction, the primary advantage of being in the mental and emotional space of gratitude and appreciation is that it helps you to live in a reality where everything works out in your favor. You set it free to explore itself. In the silence, you begin to get the insights and the inspirations and make the connections that take you out of mind into consciousness, which is beyond reason. Being inspired, feeling gratitude, and appreciating life cannot be experienced if you are stuck in your mind.","The past 7 days, I really did not much. I worked 5 days a week. So basically all i did was tend to all my patients in the children's hospital and making sure their needs are met and provided. In my off, I do all my errands like grocery shopping, shop for the things I need, eat with friends and visit some of them. When I'm finally home, I do all my laundry while watching a movie and cook food for myself.",5,5,5,5,5,4.666666666666667,4.333333333333333,5,6,6,6,6,6,6,6,6,6,6,20,3.6666666666666665,7,5,1,33,1,English,1,5,R_2tFpuCObdxDCSHS
"I am in my sixties so I have had a lot of time to reflect. I guess everyone evolves over time and some things change. I think over the last couple of years between Covid and politics perhaps more so. At this point in my life I try to focus on calm, staying healthy and trying to be a positive  force in peoples lives as much as I can. I'm a pretty simple guy.","Hmmm interesting. I eluded to my age in the last question...I'm 66. I was very healthy mentally and physically a few years ago, that is not the case now due to cancer and other stuff so frankly my memory stinks. 
Having said that, I recently retired a few months ago so in addition to the regular day to day stuff, I have spent some time getting ready for Christmas with shopping etc. I have been spending a lot of time lately trying to figure out what to do with myself in this new phase of life so I have been doing a lot of research online. My first venture in that process is getting involved with this Amazon Mechanical Turk. I'd say ""the jury is still out"" on that.",4.333333333333333,3.1666666666666665,4,2.8333333333333335,3.6666666666666665,3.3333333333333335,3.5,4,4,3,5.333333333333333,3.5,5,3,5,5,2.5,5.5,19,3.1666666666666665,1.5,3,2,66,1,English,1,3,R_2bNsOPXCCidEoXV
"I am very unsure of my future because life is unpredictable. Sometimes I will take risks by trusting other people, sometimes I am very cautious. I am a contradiction onto myself. I try to look for the good in people, but it is sometimes difficult. I keep my interaction at a polite, encouraging tone and try to never be rude. 
My family has raised me with some good values and I use some of them to evaluate people whom I choose to be close to. I usually do not get personally involved with co-workers because that has caused me suffering in the past. The people I trust the most usually know me best because I will be truthful to them and will seek their help to make important decisions.","I sleep a lot during the weekdays because I am usually working on Mturk HITs at night. I do take care of my pets early to mid afternoon, feeding them and letting them outside in the backyard. Some of them are older so they have a hard time moving around due to arthritis and vision issues. I do cleaning, laundry, etc. in small bursts throughout the day I am currently unemployed so I am home most of the time. When my husband gets home at around 6 or 6:30, we start dinner or order something online. Now during the weekend, my husband takes care of the pets most of the time and helps me with cleaning I didn't do during the week. I suffer from depression so sometimes during the day I don't clean or cook at all after I wake up. The weekends are spent usually running errands, grocery shopping and cleaning. I usually am texting friends throughout the day and returning calls after I wake up. We only have one car, so I cannot really travel anywhere during the week. The nearest bus stop is over a mile away. Weekends I am more relaxed and sometimes take naps during the late afternoon.",4.5,3,4.666666666666667,3.1666666666666665,3,2.1666666666666665,3.1666666666666665,4,5,3.5,5.333333333333333,4,5,3.5,5,5,4,5.5,7,2.5,3,3.3333333333333335,1,44,1,English,3,3,R_2bZBwne0dDBiH9b
"My most important and central values are freedom, gratuity, and integrity. I want to be a dignified person with defined values who can set boundaries firmly and calmly without backing down. I want to be self disciplined and grateful for each experience that comes my way whether it is good or bad and realize that these are the experiences that build my character and who I am as a person. There are times where I feel broken down and like I can’t get up, but I know that the negative emotions will eventually pass and happy times will soon come again. These values were instilled in me by my parents who are now deceased so they are an integral part of my life and I try to incorporate them into as many decisions as possible.","In the past seven days I have gone to work every day. I’ve seen my coworkers and friends multiple times throughout the week. I had time to go to the grocery store yesterday so I cooked dinner with my significant other and relaxed at home for the night. Today I woke up and attended a biweekly doctors appointment, had some breakfast, then got myself ready for work and clocked back in for the day. I had a particularly bad day earlier this week in which an older man fell at my workplace but I found out today that he is okay.",4.5,4.166666666666667,5,2.3333333333333335,3.3333333333333335,2.1666666666666665,3.8333333333333335,4.333333333333333,6,3.5,5.333333333333333,5,4,5,3,4.5,5,6,5,3.1666666666666665,2.5,4.5,1,21,6,English,1,3,R_aV7P3mKCYNlrvaN
"The most important values that guide my life are honestly and trust. Every aspect of your life goes around these values. From day one you began to trust your parents. When you are at school you learn to trust your teachers. And so on. When you have a job you have both trust and honestly. You honestly report back to your boss. You trust you boss, and company you work for. Along with a personal romantic relationship. A lot of relationships are built on trust and honestly. This is something that can be broken and ruin a relationship. Trust and honestly is something that I value and take very seriously in all aspects of my life. I have a really hard time letting things go, so I think that is why I value them so much. When people don't align with your belief often times you will have a falling out, brake up, leave a job, or struggle for a while deciding what to do, and it comes back to your core values.","On Sunday of this past week by boyfriend and I woke up at about 8am at his parents house that live out of town. His dad made us fried eggs, bacon, and pancakes for breakfast. We watched football all day until about 8pm and then we started our drive back home that took 3 hours. When we got home we threw out bed sheets in the washing machine because out cat threw up and peed on them. This made a rough start for the next day. After getting about 5 hours of sleep I woke up tired, made coffee and then went to work. I started my work day with a clinical meeting and then broke by fast at noon. I supervised my therapist and hung out with my kiddos at work and then went home about 5pm. When I got home I cooked dinner and then went to the gym. About 10pm I went to bed. I did the exact same thing Monday-Thursday. Thursday night was different. My boyfriend and I went to his cousins house to watch some football. We stayed late because the game went to overtime. But we didn't mind staying late because we both took today off (Friday). Today we woke up at 9am and I made us some biscuits and gravy with a side of eggs. At noon I went and got Pho with a girlfriend and we got to catch up about work stuff (we use to work together). After I got home my friend came over with her daughter and we hung out for a while. I took her daughter last week to get her a Christmas gift so they opened both of them. After they left my boyfriend wanted me to open an early Christmas gift. He got me some lego flowers that way my flowers never die. It was so thoughtful and sweet. Now I am laying in bed while I write this while my cat lays with me.",4.166666666666667,3.1666666666666665,5,4.5,4.5,2.3333333333333335,3.5,3.6666666666666665,4,6,5,5,4.5,5,6,6,3.5,6,6,2.8333333333333335,3,2.6666666666666665,1,24,1,english,1,6,R_33dlf3vQeUWCaC4
